0.11.3	id=teina011	filters=PCH_Q1_SCA	date_filter=2019-12:2021-06
0.11.3	id=DEMO_R_MWK_TS
0.11.3	id=DEMO_R_MWK_TS
0.11.3	id=DEMO_R_MWK_TS
0.11.3	id=DEMO_R_MWK_TS
0.11.3	id=teina011	filters=PCH_Q1_SCA	date_filter=2019-12:2021-06
0.11.3	id=gov_10a_main
0.11.3	id=gov_10a_main	filters=PC_GDP
0.11.3	id=gov_10a_main
0.11.3	id=gov_10a_main
0.11.3	id=gov_10a_main
0.11.3	id=gov_10a_main
0.11.3	id=gov_10a_main
0.11.3	id=gov_10a_main
0.11.3	id=gov_10a_main
0.11.3	id=gov_10a_main
0.11.3	id=gov_10a_main
0.11.3	id=gov_10a_main
0.11.3	id=gov_10a_main
0.11.3	id=DEMO_R_MWK_TS
0.11.3	id=teina011	filters=PCH_Q1_SCA	date_filter=2019-12:2021-06
0.11.3	id=gov_10a_main
0.11.3	id=DEMO_R_MWK_TS
0.11.3	id=teina011	filters=PCH_Q1_SCA	date_filter=2019-12:2021-06
0.11.3	id=gov_10a_main
0.11.3	id=DEMO_R_MWK_TS
0.11.3	id=teina011	filters=PCH_Q1_SCA	date_filter=2019-12:2021-06
0.11.3	id=gov_10a_main
0.11.3	id=DEMO_R_MWK_TS
0.11.3	id=teina011	filters=PCH_Q1_SCA	date_filter=2019-12:2021-06
0.11.3	id=gov_10a_main
0.11.3	id=DEMO_R_MWK_TS
0.8.10	id=HTEC_EMP_REG
0.8.10	id=HTEC_EMP_REG
0.8.10	id=HTEC_EMP_REG
0.8.10	id=HTEC_EMP_REG
0.8.10	id=HTEC_EMP_REG
